tjid,fgId,MLBAMID,espnId,NameASCII,C,1B,2B,SS,3B,OF,Util,SP,RP
endyrodriguez,25332,682848,4712767,Endy Rodriguez,True,True,False,False,False,False,True,False,False
pedroleon,27781,694175,4717898,Pedro Leon,False,False,False,False,False,True,True,False,False
kempalderman,sa3022562,,4720993,Kemp Alderman,False,False,False,False,False,True,True,False,False
josefranco,sa3008714,,5332124,Jose Franco,False,False,False,False,False,False,False,True,False
stuartfairchild,20321,656413,40346,Stuart Fairchild,False,False,False,False,False,True,True,False,False
antoniosenzatela,15488,622608,33750,Antonio Senzatela,False,False,False,False,False,False,False,True,False
tylerwade,15730,642180,33878,Tyler Wade,False,False,False,False,False,True,True,False,False
claydungan,sa1169803,,42899,Clay Dungan,False,False,True,True,False,True,True,False,False
nabilcrismatt,17732,622503,41421,Nabil Crismatt,False,False,False,False,False,False,False,True,False
jasonheyward,4940,518792,29551,Jason Heyward,False,False,False,False,False,True,True,False,False
hunterrenfroe,15464,592669,33205,Hunter Renfroe,False,False,False,False,False,True,True,False,False
zackristofak,27585,670219,4081256,Zac Kristofak,False,False,False,False,False,False,False,False,True
mattmanning,20369,666159,40920,Matt Manning,False,False,False,False,False,False,False,True,True
mattkoperniak,sa3014834,,5010654,Matt Koperniak,False,False,False,False,False,True,True,False,False
adammazur,31900,800049,5061202,Adam Mazur,False,False,False,False,False,False,False,True,False
kendryrojas,sa3016746,,5296012,Kendry Rojas,False,False,False,False,False,False,False,True,False
carsonpalmquist,31612,687223,4621424,Carson Palmquist,False,False,False,False,False,False,False,True,False
drewwaters,20505,671221,41076,Drew Waters,False,False,False,False,False,True,True,False,False
masonmccoy,22232,669200,39947,Mason McCoy,False,False,False,True,False,False,True,False,False
dominicfletcher,26149,666150,42984,Dominic Fletcher,False,False,False,False,False,True,True,False,False
coreyjulks,20311,667452,41526,Corey Julks,False,False,False,False,False,True,True,False,False
richardmatic,sa3023749,,5196163,Richard Matic,False,False,False,False,True,False,True,False,False
maxferguson,sa3016819,,4413977,Max Ferguson,False,False,True,False,False,True,True,False,False
jessescholtens,19205,669947,41452,Jesse Scholtens,False,False,False,False,False,False,False,True,False
wilberdotel,sa3015163,,5332991,Wilber Dotel,False,False,False,False,False,False,False,True,False
braidenward,sa3017332,,4346317,Braiden Ward,False,False,False,False,False,True,True,False,False
rjschreck,sa3022602,,5205673,RJ Schreck,False,False,False,False,False,True,True,False,False
kenwaldichuk,27681,,4189711,Ken Waldichuk,False,False,False,False,False,False,False,True,False
donovanwalton,19314,622268,37232,Donovan Walton,False,False,True,True,False,False,True,False,False
travisjankowski,13768,608671,32751,Travis Jankowski,False,False,False,False,False,True,True,False,False
sethbrown,18171,664913,35676,Seth Brown,False,False,False,False,False,True,True,False,False
zachpenrod,25368,683068,5200487,Zach Penrod,False,False,False,False,False,False,False,True,True
justinturner,5235,457759,29607,Justin Turner,False,True,False,False,False,False,True,False,False
rileythompson,sa876287,,3962720,Riley Thompson,False,False,False,False,False,False,False,False,True
spencerhoward,23252,675921,41072,Spencer Howard,False,False,False,False,False,False,False,False,True
zachlogue,20231,656657,3166693,Zach Logue,False,False,False,False,False,False,False,False,True
andrejackson,21298,,4684364,Andre Jackson,False,False,False,False,False,False,False,False,True
jonathonlong,sa3022864,,4924097,Jonathon Long,False,True,False,False,False,False,True,False,False
willrobertson,25467,683770,43026,Will Robertson,False,False,False,False,False,True,True,False,False
oscargonzalez,20970,660757,39400,Oscar Gonzalez,False,False,False,False,False,True,True,False,False
zackthompson,25918,668868,42485,Zack Thompson,False,False,False,False,False,False,False,True,False
andrewfischer,sa3031366,,5128616,Andrew Fischer,False,False,False,False,True,False,True,False,False
danieljohnson,19643,669288,40351,Daniel Johnson,False,False,False,False,False,True,True,False,False
tsungchecheng,28344,691907,42692,Tsung-Che Cheng,False,False,False,True,True,False,True,False,False
dustinharris,25705,687957,4917924,Dustin Harris,False,False,False,False,False,True,True,False,False
lamontewadejr,18126,664774,37798,LaMonte Wade Jr.,False,True,False,False,False,True,True,False,False
colinhouck,sa3022964,,4870825,Colin Houck,False,False,False,True,True,False,True,False,False
kybush,29823,681066,4917816,Ky Bush,False,False,False,False,False,False,False,True,False
eddysleonard,sa3005554,,4905904,Eddys Leonard,False,False,True,False,True,True,True,False,False
mikeyromero,sa3020216,,5080760,Mikey Romero,False,False,True,True,True,False,True,False,False
yolmersanchez,11602,,32264,Yolmer Sanchez,False,False,True,True,False,False,True,False,False
jaredserna,sa3015579,,5201581,Jared Serna,False,False,True,True,False,False,True,False,False
joshmaciejewski,21310,656671,43004,Josh Maciejewski,False,False,False,False,False,False,False,True,True
yohendrickpinango,sa3009539,,4917684,Yohendrick Pinango,False,False,False,False,False,True,True,False,False
euribielangeles,sa3008877,,4918250,Euribiel Angeles,False,False,True,True,True,False,True,False,False
christianfranklin,sa3017510,,4414623,Christian Franklin,False,False,False,False,False,True,True,False,False
billymckinney,15654,641856,33196,Billy McKinney,False,False,False,False,False,True,True,False,False
vladimirgutierrez,19278,661269,36092,Vladimir Gutierrez,False,False,False,False,False,False,False,False,True
joserodriguez,sa3015437,,42141,Jose Rodriguez,False,False,False,False,False,False,False,False,True
jeancabrera,sa3015433,,5255102,Jean Cabrera,False,False,False,False,False,False,False,True,False
cocomontes,21547,663796,42052,Coco Montes,False,False,True,False,True,True,True,False,False
termarrjohnson,sa3020214,,5080632,Termarr Johnson,False,False,True,False,False,False,True,False,False
kenedycorona,26244,,4991318,Kenedy Corona,False,False,False,False,False,True,True,False,False
filippodituri,sa3021093,,5150965,Filippo Di Turi,False,False,True,True,True,False,True,False,False
terrinvavra,24400,,41099,Terrin Vavra,False,False,True,False,True,False,True,False,False
austingauthier,sa3017121,,5137678,Austin Gauthier,False,False,True,False,False,False,True,False,False
henrybaez,sa3016584,,5255103,Henry Baez,False,False,False,False,False,False,False,True,False
carsonmccusker,33098,676812,4326103,Carson McCusker,False,False,False,False,False,True,True,False,False
carloscarrasco,6632,471911,28968,Carlos Carrasco,False,False,False,False,False,False,False,True,False
cristianpache,19948,665506,39897,Cristian Pache,False,False,False,False,False,True,True,False,False
kristianrobinson,sa3006884,,39677,Kristian Robinson,False,False,False,False,False,True,True,False,False
ryanclifford,sa3020126,,5137882,Ryan Clifford,False,True,False,False,False,True,True,False,False
lazaromontes,sa3018409,,5124103,Lazaro Montes,False,False,False,False,False,True,True,False,False
jaggerhaynes,sa3020876,,4717838,Jagger Haynes,False,False,False,False,False,False,False,True,False
hendrymendez,sa3015727,,4917874,Hendry Mendez,False,False,False,False,False,True,True,False,False
semrobberse,sa3011735,,4722889,Sem Robberse,False,False,False,False,False,False,False,True,False
cooperbowman,sa3016966,,4721314,Cooper Bowman,False,False,True,False,False,True,True,False,False
bradleyblalock,26419,687134,4720860,Bradley Blalock,False,False,False,False,False,False,False,True,False
jaredyoung,20404,676724,41575,Jared Young,False,False,False,False,False,False,True,False,False
michaelstefanic,25353,683021,42711,Michael Stefanic,False,False,True,False,False,False,True,False,False
cademarlowe,25505,687799,4918163,Cade Marlowe,False,False,False,False,False,True,True,False,False
connorjoe,16572,656582,35440,Connor Joe,False,False,False,False,False,True,True,False,False
jakebloss,33168,814005,5137945,Jake Bloss,False,False,False,False,False,False,False,True,False
owenmiller,24655,680911,41187,Owen Miller,False,False,True,False,False,False,True,False,False
owenwhite,22273,669391,41244,Owen White,False,False,False,False,False,False,False,True,False
javiervaz,sa3019906,,4723144,Javier Vaz,False,False,True,False,False,True,True,False,False
joshuapalacios,19818,641943,36462,Joshua Palacios,False,False,False,False,False,True,True,False,False
ryanwebb,sa3018280,,4297904,Ryan Webb,False,False,False,False,False,False,False,True,False
brewerhicklen,20450,676551,41378,Brewer Hicklen,False,False,False,False,False,True,True,False,False
dukeellis,27543,668752,5134021,Duke Ellis,False,False,False,False,False,True,True,False,False
eddierosario,12155,592696,31944,Eddie Rosario,False,False,False,False,False,True,True,False,False
codymorissette,sa3017158,,4417804,Cody Morissette,False,False,True,False,False,False,True,False,False
fraserellard,29530,686642,5125257,Fraser Ellard,False,False,False,False,False,False,False,False,True
michaelfulmer,13218,605242,34842,Michael Fulmer,False,False,False,False,False,False,False,False,True
josequijada,19200,650671,39142,Jose Quijada,False,False,False,False,False,False,False,False,True
jordanweems,13190,607179,40039,Jordan Weems,False,False,False,False,False,False,False,False,True
tomcosgrove,23443,676680,4990459,Tom Cosgrove,False,False,False,False,False,False,False,False,True
josemarte,21761,665896,4875970,Jose Marte,False,False,False,False,False,False,False,False,True
woosukgo,sa3012630,,5134609,Woo-Suk Go,False,False,False,False,False,False,False,False,True
jbbukauskas,20491,656266,40919,J.B. Bukauskas,False,False,False,False,False,False,False,False,True
rickyvanasco,23391,676568,42440,Ricky Vanasco,False,False,False,False,False,False,False,False,True
jeffbrigham,16631,656257,36110,Jeff Brigham,False,False,False,False,False,False,False,False,True
angelperdomo,17759,622780,41448,Angel Perdomo,False,False,False,False,False,False,False,False,True
yerryrodriguez,21955,666720,41267,Yerry Rodriguez,False,False,False,False,False,False,False,False,True
mattthaiss,19318,642136,36176,Matt Thaiss,True,False,False,False,False,False,True,False,False
ethansalas,sa3020881,,5124004,Ethan Salas,True,False,False,False,False,False,True,False,False
henrywilliams,sa3020901,,4622936,Henry Williams,False,False,False,False,False,False,False,True,False
nathanwiles,25474,686249,5196434,Nathan Wiles,False,False,False,False,False,False,False,True,False
tommyhenry,26285,674072,4423337,Tommy Henry,False,False,False,False,False,False,False,True,False
caseykelly,9174,543391,30520,Casey Kelly,False,False,False,False,False,False,False,True,False
noahschultz,sa3020949,,5080754,Noah Schultz,False,False,False,False,False,False,False,True,False
liamdoyle,sa3030545,,5130533,Liam Doyle,False,False,False,False,False,False,False,True,False
kadeanderson,sa3026056,,5198748,Kade Anderson,False,False,False,False,False,False,False,True,False
travissykora,sa3023557,,5149082,Travis Sykora,False,False,False,False,False,False,False,True,False
tylerbremner,sa3027644,,5140115,Tyler Bremner,False,False,False,False,False,False,False,True,False
claytonkershaw,2036,477132,28963,Clayton Kershaw,False,False,False,False,False,False,False,True,False
yudarvish,13074,506433,32055,Yu Darvish,False,False,False,False,False,False,False,True,False
andrewheaney,15423,571760,32672,Andrew Heaney,False,False,False,False,False,False,False,True,False
frankiemontas,14309,593423,33249,Frankie Montas,False,False,False,False,False,False,False,True,False
kentamaeda,18498,628317,34892,Kenta Maeda,False,False,False,False,False,False,False,True,False
kylegibson,10123,502043,31053,Kyle Gibson,False,False,False,False,False,False,False,True,False
xzavioncurry,25595,675540,4204524,Xzavion Curry,False,False,False,False,False,False,False,True,True
iananderson,19951,666120,40916,Ian Anderson,False,False,False,False,False,False,False,True,False
allanwinans,21238,642216,4345949,Allan Winans,False,False,False,False,False,False,False,True,False
kylehendricks,12049,543294,33173,Kyle Hendricks,False,False,False,False,False,False,False,True,False
evanmckendry,sa3010787,,5124532,Evan McKendry,False,False,False,False,False,False,False,True,True
henrylalane,sa3016066,,5204200,Henry Lalane,False,False,False,False,False,False,False,True,False
garrettstallings,sa3014457,,4686059,Garrett Stallings,False,False,False,False,False,False,False,True,True
shaunanderson,19453,641312,39681,Shaun Anderson,False,False,False,False,False,False,False,True,True
brucezimmermann,20370,669145,41118,Bruce Zimmermann,False,False,False,False,False,False,False,True,False
michaelplassmeyer,23191,,41136,Michael Plassmeyer,False,False,False,False,False,False,False,True,True
caseylawrence,11121,596271,35949,Casey Lawrence,False,False,False,False,False,False,False,True,False
moiseschace,sa3015346,,5221488,Moises Chace,False,False,False,False,False,False,False,True,False
connorgillispie,26171,687362,5201596,Connor Gillispie,False,False,False,False,False,False,False,True,False
adamkloffenstein,24493,680572,41246,Adam Kloffenstein,False,False,False,False,False,False,False,True,False
stevenzobac,sa3020875,,5263497,Steven Zobac,False,False,False,False,False,False,False,True,False
